"s","a","r","sp"
28784,6,-100,28286
28286,4,0,27788
27788,5,-25,27289
27289,5,-25,26290
26290,3,-25,25791
25791,4,0,24791
24791,3,-25,23790
23790,5,-25,23288
23288,2,-100,22286
22286,2,-100,20784
20784,5,-25,20280
20280,4,0,19777
19777,5,-25,19273
19273,3,-25,18268
18268,3,-25,17263
17263,3,-25,16757
16757,4,0,16251
16251,5,-25,15745
15745,3,-25,15238
15238,3,-25,14731
14731,5,-25,14724
14724,3,-25,14217
14217,3,-25,13709
13709,5,-25,14202
14202,5,-25,14194
14194,3,-25,14187
14187,2,-100,14179
14179,4,0,14172
14172,2,-100,14165
14165,3,-25,14658
14658,2,-100,14651
14651,4,0,15144
15144,3,-25,15638
15638,4,0,16132
16132,4,0,17127
17127,5,-25,18122
18122,3,-25,18618
18618,3,-25,19114
19114,4,0,20111
20111,2,-100,20608
20608,4,0,21605
21605,2,-100,22103
22103,5,-25,23102
23102,5,-25,24102
24102,2,-100,24602
24602,5,-25,25602
25602,4,0,26603
26603,6,-100,27605
27605,3,-25,28608
28608,4,0,29111
29111,6,-100,30615
30615,4,0,31119
31119,5,-25,32124
32124,4,0,33130
33130,4,0,33636
33636,5,-25,34643
34643,6,-100,35650
35650,3,-25,36158
36158,4,0,36666
36666,3,-25,36674
36674,6,-100,37682
37682,5,-25,37691
37691,4,0,38200
38200,3,-25,37709
37709,4,0,37718
37718,4,0,37726
37726,4,0,37735
37735,3,-25,37243
37243,5,-25,36751
36751,6,-100,36759
36759,4,0,36267
36267,5,-25,35774
35774,3,-25,34781
34781,6,-100,34287
34287,5,-25,33793
33793,6,-100,33299
33299,6,-100,32804
32804,3,-25,31809
31809,4,0,30813
30813,6,-100,30316
30316,6,-100,29819
29819,3,-25,28822
28822,5,-25,27824
27824,5,-25,26825
26825,3,-25,25826
25826,6,-100,25326
25326,6,-100,24826
24826,5,-25,23825
23825,5,-25,23324
23324,4,0,22322
22322,5,-25,21319
21319,3,-25,20316
20316,4,0,19312
19312,4,0,18307
18307,3,-25,17302
17302,3,-25,16296
16296,5,-25,15790
15790,5,-25,15283
15283,2,-100,13776
13776,5,-25,13268
13268,3,-25,12759
12759,4,0,12251
12251,5,-25,11741
11741,5,-25,11732
11732,2,-100,10723
10723,5,-25,10713
10713,2,-100,10703
10703,3,-25,10193
10193,3,-25,10183
10183,2,-100,10173
10173,4,0,10663
10663,5,-25,11154
11154,3,-25,11644
11644,5,-25,12136
12136,3,-25,12627
12627,3,-25,13120
13120,3,-25,14112
14112,3,-25,14605
14605,3,-25,15099
15099,2,-100,16092
16092,4,0,16587
16587,3,-25,17582
17582,5,-25,18578
18578,5,-25,19574
19574,3,-25,20571
20571,2,-100,21069
21069,4,0,22067
22067,3,-25,23066
23066,2,-100,23565
23565,4,0,24565
24565,2,-100,25065
25065,6,-100,26566
26566,3,-25,27068
27068,6,-100,28571
28571,6,-100,30074
30074,5,-25,31078
31078,3,-25,31583
31583,3,-25,32588
32588,6,-100,34094
34094,5,-25,35101
35101,6,-100,36109
36109,6,-100,37118
37118,6,-100,38627
38627,3,-25,39137
39137,3,-25,39647
39647,4,0,40157
40157,5,-25,40668
40668,3,-25,41179
41179,3,-25,41190
41190,5,-25,41702
41702,4,0,41713
41713,6,-100,41724
41724,6,-100,41736
41736,6,-100,41748
41748,3,-25,41259
41259,5,-25,40770
40770,3,-25,40280
40280,5,-25,39790
39790,6,-100,39300
39300,5,-25,38309
38309,3,-25,37317
37317,3,-25,36325
36325,6,-100,35832
35832,5,-25,34839
34839,5,-25,34345
34345,6,-100,33351
33351,5,-25,32856
32856,6,-100,31861
31861,5,-25,31365
31365,6,-100,30869
30869,3,-25,29872
29872,6,-100,28875
28875,6,-100,28377
28377,5,-25,27879
27879,5,-25,26880
26880,3,-25,25881
25881,5,-25,25381
25381,3,-25,24380
24380,5,-25,23379
23379,2,-100,22377
22377,3,-25,21375
21375,3,-25,20371
20371,3,-25,19367
19367,4,0,18363
18363,3,-25,17357
17357,3,-25,15851
15851,2,-100,14844
14844,4,0,13836
13836,5,-25,12828
12828,5,-25,12319
12319,4,0,11310
11310,4,0,10299
10299,2,-100,9289
9289,5,-25,8277
8277,3,-25,7765
7765,3,-25,6753
6753,2,-100,6240
6240,3,-25,5227
5227,4,0,5213
5213,4,0,5200
5200,2,-100,4686
4686,2,-100,4672
4672,2,-100,4658
4658,4,0,5145
5145,2,-100,5631
5631,2,-100,5618
5618,2,-100,6106
6106,3,-25,7093
7093,2,-100,7582
7582,4,0,8571
8571,4,0,9560
9560,3,-25,10050
10050,2,-100,11041
11041,4,0,12032
12032,4,0,12523
12523,2,-100,13016
13016,4,0,14008
14008,4,0,14501
14501,3,-25,25001
25001,3,-25,25501
25501,4,0,26002
26002,6,-100,27003
27003,4,0,27505
27505,5,-25,28508
28508,3,-25,29011
29011,3,-25,30014
30014,3,-25,30518
30518,6,-100,31523
31523,3,-25,32528
32528,6,-100,33534
33534,5,-25,34541
34541,3,-25,35548
35548,5,-25,36556
36556,6,-100,37565
37565,4,0,38574
38574,3,-25,39584
39584,5,-25,40595
40595,3,-25,41607
41607,6,-100,42619
42619,6,-100,43632
43632,6,-100,44645
44645,4,0,45159
45159,5,-25,46174
46174,6,-100,46688
46688,4,0,46703
46703,5,-25,47219
47219,3,-25,46734
46734,3,-25,46248
46248,4,0,45762
45762,6,-100,45777
45777,3,-25,44790
25343,1,-225,24230
24230,1,-225,23729
23729,1,-225,23228
23228,1,-225,22726
22726,1,-225,22224
22224,1,-225,21722
21722,1,-225,21219
21219,1,-225,20716
20716,1,-225,20213
20213,1,-225,19709
19709,1,-225,19205
19205,1,-225,19201
19201,1,-225,18697
18697,1,-225,18693
18693,1,-225,18188
18188,1,-225,18183
18183,1,-225,18179
18179,1,-225,18174
18174,1,-225,18169
18169,1,-225,18165
18165,1,-225,18160
18160,1,-225,18156
18156,1,-225,18651
18651,1,-225,18647
18647,1,-225,19143
19143,1,-225,19139
19139,1,-225,19636
19636,1,-225,20132
20132,1,-225,20629
20629,1,-225,20627
20627,1,-225,21124
21124,1,-225,21622
21622,1,-225,22120
22120,1,-225,22618
22618,1,-225,23117
23117,1,-225,23616
23616,1,-225,24116
24116,1,-225,24616
24616,1,-225,25116
25116,7,-225,26117
26117,7,-225,27118
27118,7,-225,28621
28621,7,-225,29624
29624,7,-225,30628
30628,7,-225,31633
31633,7,-225,32638
32638,7,-225,33644
33644,7,-225,34651
34651,7,-225,35658
35658,7,-225,36166
36166,7,-225,37174
37174,7,-225,37683
37683,7,-225,38192
38192,7,-225,38702
38702,7,-225,39211
39211,7,-225,39221
39221,7,-225,39731
39731,7,-225,39741
39741,7,-225,39751
39751,7,-225,39261
39261,7,-225,39271
39271,7,-225,38780
38780,7,-225,38289
38289,7,-225,37798
37798,7,-225,37307
37307,7,-225,36815
36815,7,-225,36322
36322,7,-225,35830
35830,7,-225,34837
34837,7,-225,34343
34343,7,-225,33849
33849,7,-225,33354
33354,7,-225,32359
32359,7,-225,31864
31864,7,-225,31368
31368,7,-225,30872
30872,7,-225,30376
30376,7,-225,29379
29379,7,-225,28881
28881,7,-225,28384
28384,7,-225,27885
27885,7,-225,27387
27387,7,-225,26888
26888,7,-225,26389
26389,7,-225,25890
25890,7,-225,25390
25390,7,-225,24889
24889,1,-225,23888
23888,1,-225,22387
22387,1,-225,21384
21384,1,-225,20381
20381,1,-225,18876
18876,1,-225,17871
17871,1,-225,16366
16366,1,-225,15359
15359,1,-225,13851
13851,1,-225,12843
12843,1,-225,11333
11333,1,-225,10323
10323,1,-225,8812
8812,1,-225,7800
7800,1,-225,6288
6288,1,-225,5274
5274,1,-225,4260
4260,1,-225,3245
3245,1,-225,2730
2730,1,-225,2214
2214,1,-225,1698
1698,1,-225,1182
1182,1,-225,1166
1166,1,-225,1150
1150,1,-225,1634
1634,1,-225,2118
2118,1,-225,2603
2603,1,-225,3088
3088,1,-225,3573
3573,1,-225,4059
4059,1,-225,5046
5046,1,-225,5532
5532,1,-225,6019
6019,1,-225,6507
6507,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,1,-225,24233
24233,2,-100,23732
23732,6,-100,23731
23731,7,-225,23730
23730,2,-100,23229
23229,2,-100,22727
22727,4,0,22226
22226,2,-100,21723
21723,3,-25,21221
21221,1,-225,20718
20718,6,-100,21216
21216,1,-225,20713
20713,1,-225,20210
20210,3,-25,20206
20206,7,-225,20203
20203,5,-25,20700
20700,3,-25,20197
20197,7,-225,20694
20694,1,-225,20691
20691,7,-225,21189
21189,6,-100,21686
21686,2,-100,21684
21684,2,-100,21181
21181,6,-100,22179
22179,1,-225,21677
21677,1,-225,21675
21675,6,-100,22674
22674,1,-225,22672
22672,7,-225,23171
23171,5,-25,23670
23670,5,-25,24169
24169,7,-225,25170
25170,7,-225,25670
25670,6,-100,26171
26171,1,-225,26172
26172,4,0,26673
26673,3,-25,26675
26675,5,-25,27176
27176,5,-25,27678
27678,3,-25,28180
28180,1,-225,28182
28182,7,-225,28685
28685,1,-225,28187
28187,7,-225,28690
28690,2,-100,28693
28693,6,-100,29195
29195,1,-225,29198
29198,6,-100,29201
29201,4,0,29204
29204,5,-25,29708
29708,5,-25,29711
29711,5,-25,29714
29714,7,-225,30218
30218,3,-25,29721
29721,1,-225,29224
29224,5,-25,29227
29227,4,0,29229
29229,5,-25,28732
28732,2,-100,28234
28234,7,-225,28237
28237,2,-100,27738
27738,4,0,27240
27240,3,-25,26741
26741,5,-25,26742
26742,3,-25,25743
25743,6,-100,25744
25744,6,-100,25744
25744,3,-25,25244
25244,5,-25,24744
24744,2,-100,24244
24244,6,-100,24243
24243,6,-100,24242
24242,5,-25,23742
23742,7,-225,23741
23741,3,-25,23239
23239,5,-25,22738
22738,6,-100,22737
22737,2,-100,22235
22235,2,-100,21732
21732,3,-25,21230
21230,6,-100,21227
21227,7,-225,21225
21225,4,0,21222
21222,3,-25,20719
20719,3,-25,20216
20216,4,0,20213
20213,1,-225,19709
19709,6,-100,20206
20206,5,-25,20203
20203,6,-100,20700
20700,6,-100,21197
21197,7,-225,21195
21195,7,-225,21692
21692,7,-225,22191
22191,5,-25,22689
22689,7,-225,23188
23188,6,-100,23687
23687,5,-25,23686
23686,5,-25,24186
24186,5,-25,24685
24685,5,-25,25186
25186,2,-100,24686
24686,5,-25,25186
25186,4,0,25686
25686,4,0,25687
25687,4,0,25687
25687,5,-25,26188
26188,6,-100,26689
26689,2,-100,26691
26691,5,-25,26692
26692,6,-100,27194
27194,2,-100,27195
27195,5,-25,27697
27697,4,0,27699
27699,5,-25,27701
27701,3,-25,27702
27702,1,-225,27204
27204,4,0,27206
27206,6,-100,27708
27708,7,-225,28210
28210,3,-25,27712
27712,6,-100,28214
28214,6,-100,28216
28216,5,-25,28218
28218,3,-25,28220
28220,4,0,27722
27722,3,-25,27224
27224,3,-25,27225
27225,5,-25,27227
27227,7,-225,27228
27228,2,-100,26729
26729,7,-225,26730
26730,4,0,26231
26231,1,-225,25732
25732,1,-225,25232
25232,7,-225,25232
25232,5,-25,25232
25232,1,-225,24232
24232,5,-25,24231
24231,2,-100,23730
23730,6,-100,23729
23729,4,0,23228
23228,2,-100,22727
22727,7,-225,22725
22725,3,-25,22724
22724,7,-225,22722
22722,7,-225,22721
22721,1,-225,22219
22219,7,-225,22217
22217,1,-225,22215
22215,3,-25,21713
21713,1,-225,21211
21211,2,-100,20708
20708,6,-100,21205
21205,5,-25,21203
21203,7,-225,21701
21701,2,-100,21198
21198,6,-100,21696
21696,4,0,21694
21694,3,-25,21692
21692,2,-100,21690
21690,3,-25,21687
21687,1,-225,21685
21685,2,-100,21683
21683,1,-225,21180
21180,2,-100,21178
21178,7,-225,22176
22176,3,-25,22174
22174,3,-25,22172
22172,6,-100,23171
23171,5,-25,23670
23670,1,-225,23669
23669,7,-225,24168
24168,4,0,24668
24668,6,-100,25168
25168,7,-225,26169
26169,7,-225,26670
26670,5,-25,27172
27172,7,-225,27674
27674,2,-100,28176
28176,4,0,28178
28178,4,0,28681
28681,1,-225,28683
28683,3,-25,28686
28686,2,-100,28688
28688,6,-100,29191
29191,3,-25,29193
29193,6,-100,29197
29197,6,-100,29700
29700,7,-225,30203
30203,1,-225,29707
29707,4,0,29710
29710,1,-225,29713
29713,3,-25,29216
29216,6,-100,29219
29219,2,-100,28722
28722,1,-225,28224
28224,3,-25,28227
28227,3,-25,27728
27728,4,0,27230
27230,7,-225,27732
27732,6,-100,27734
27734,7,-225,27735
27735,2,-100,26737
26737,5,-25,26738
26738,6,-100,26739
26739,6,-100,26740
26740,3,-25,26241
26241,7,-225,26242
26242,5,-25,25742
25742,4,0,25242
25242,5,-25,25243
25243,5,-25,24742
24742,2,-100,24242
24242,2,-100,23741
23741,6,-100,23240
23240,6,-100,23239
23239,6,-100,23238
23238,3,-25,22736
22736,2,-100,22234
22234,3,-25,21732
21732,2,-100,21229
21229,1,-225,20726
20726,1,-225,19723
19723,2,-100,19219
19219,5,-25,19215
19215,3,-25,19211
19211,7,-225,19207
19207,7,-225,19704
19704,4,0,19700
19700,1,-225,19196
19196,5,-25,19693
19693,3,-25,19689
19689,1,-225,19685
19685,6,-100,20182
20182,7,-225,20679
20679,3,-25,20676
20676,1,-225,20673
20673,4,0,21170
21170,4,0,21168
21168,3,-25,21666
21666,3,-25,21664
21664,2,-100,22162
22162,1,-225,22160
22160,7,-225,22658
22658,7,-225,23658
23658,1,-225,23657
23657,7,-225,24657
24657,7,-225,25657
25657,7,-225,26158
26158,7,-225,27160
27160,4,0,27661
27661,6,-100,28164
28164,5,-25,29167
29167,3,-25,29170
29170,5,-25,29673
29673,6,-100,30677
30677,2,-100,30680
30680,4,0,30684
30684,3,-25,30688
30688,3,-25,30692
30692,4,0,30696
30696,1,-225,30700
30700,6,-100,31205
31205,1,-225,30709
30709,1,-225,30212
30212,6,-100,30716
30716,5,-25,30720
30720,1,-225,30224
30224,7,-225,30227
30227,3,-25,29731
29731,1,-225,29234
29234,5,-25,29237
29237,4,0,28739
28739,7,-225,28742
28742,6,-100,28744
28744,4,0,28247
28247,6,-100,28249
28249,3,-25,27751
27751,1,-225,26752
26752,2,-100,25752
25752,1,-225,25253
25253,2,-100,24252
24252,7,-225,24251
24251,4,0,23751
23751,1,-225,22749
22749,4,0,22247
22247,7,-225,22245
22245,2,-100,21743
21743,4,0,21240
21240,7,-225,21238
21238,2,-100,20235
20235,7,-225,20231
20231,6,-100,20228
20228,3,-25,20225
20225,6,-100,20222
20222,7,-225,20218
20218,7,-225,20215
20215,3,-25,20212
20212,6,-100,20209
20209,4,0,20205
20205,1,-225,20202
20202,7,-225,20199
20199,1,-225,20196
20196,3,-25,20192
20192,1,-225,19689
19689,1,-225,19685
19685,4,0,19682
19682,4,0,20178
20178,2,-100,20175
20175,2,-100,20172
20172,7,-225,20669
20669,2,-100,20666
20666,5,-25,21164
21164,3,-25,21661
21661,2,-100,21659
21659,5,-25,22658
22658,5,-25,23156
23156,1,-225,23155
23155,3,-25,23654
23654,7,-225,24654
24654,1,-225,24654
24654,2,-100,24654
24654,2,-100,25154
25154,2,-100,25154
25154,6,-100,26155
26155,2,-100,26156
26156,3,-25,26657
26657,4,0,27159
27159,7,-225,28161
28161,5,-25,28663
28663,6,-100,29166
29166,5,-25,30170
30170,7,-225,30674
30674,5,-25,31178
31178,6,-100,31683
31683,5,-25,32188
32188,4,0,32193
32193,5,-25,32698
32698,3,-25,32703
32703,5,-25,32709
32709,1,-225,32214
32214,5,-25,32219
32219,5,-25,32224
32224,2,-100,31729
31729,2,-100,31233
31233,1,-225,30737
30737,5,-25,30741
30741,5,-25,30244
30244,4,0,29748
29748,1,-225,29251
29251,4,0,28753
28753,5,-25,28255
28255,7,-225,28258
28258,1,-225,27259
27259,4,0,26760
26760,7,-225,26261
26261,3,-25,25762
25762,2,-100,24762
24762,3,-25,24261
24261,6,-100,23760
23760,4,0,23259
23259,3,-25,22757
22757,3,-25,21755
21755,5,-25,21253
21253,2,-100,20750
20750,7,-225,20747
20747,7,-225,20244
20244,6,-100,20240
20240,2,-100,19737
19737,3,-25,19233
19233,4,0,18728
18728,2,-100,18224
18224,6,-100,18219
18219,7,-225,18215
18215,7,-225,18710
18710,7,-225,18706
18706,2,-100,18702
18702,7,-225,18698
18698,6,-100,19194
19194,2,-100,19190
19190,2,-100,19186
19186,1,-225,18682
18682,5,-25,19178
19178,2,-100,19174
19174,7,-225,19670
19670,2,-100,19667
19667,2,-100,20164
20164,1,-225,20160
20160,7,-225,20658
20658,6,-100,21655
21655,5,-25,22154
22154,7,-225,23152
23152,1,-225,23651
23651,6,-100,24151
24151,6,-100,25151
25151,4,0,25652
25652,5,-25,26653
26653,4,0,27154
27154,7,-225,27656
27656,1,-225,28158
28158,1,-225,28161
28161,7,-225,29163
29163,2,-100,29166
29166,6,-100,29669
29669,7,-225,30673
30673,3,-25,30677
30677,2,-100,30681
30681,1,-225,30685
30685,5,-25,31189
31189,2,-100,30693
30693,1,-225,30697
30697,2,-100,30201
30201,2,-100,30204
30204,2,-100,29708
29708,4,0,29711
29711,4,0,29714
29714,7,-225,29718
29718,7,-225,30221
30221,7,-225,30225
30225,2,-100,29728
29728,7,-225,29732
29732,6,-100,29735
29735,7,-225,29738
29738,4,0,29741
29741,4,0,29244
29244,1,-225,28246
28246,1,-225,27748
27748,1,-225,26750
26750,6,-100,26751
26751,6,-100,26752
26752,2,-100,25752
25752,5,-25,25253
25253,7,-225,25253
25253,6,-100,25253
25253,6,-100,24753
24753,2,-100,24252
24252,4,0,23751
23751,7,-225,23250
23250,2,-100,22748
22748,5,-25,22246
22246,1,-225,21744
21744,5,-25,21241
21241,5,-25,21239
21239,4,0,20736
20736,7,-225,20733
20733,2,-100,20229
20229,6,-100,20226
20226,6,-100,20223
20223,7,-225,20220
20220,7,-225,20217
20217,7,-225,20714
20714,3,-25,20210
20210,5,-25,20707
20707,6,-100,20704
20704,5,-25,20702
20702,2,-100,20699
20699,3,-25,20696
20696,7,-225,21193
21193,6,-100,21191
21191,6,-100,21689
21689,3,-25,21686
21686,7,-225,22185
22185,7,-225,23183
23183,7,-225,23682
23682,3,-25,23681
23681,3,-25,23681
23681,2,-100,23680
23680,1,-225,23679
23679,4,0,23678
23678,4,0,24177
24177,1,-225,24177
24177,7,-225,24677
24677,6,-100,25177
25177,5,-25,25678
25678,7,-225,26179
26179,2,-100,26180
26180,4,0,26681
26681,1,-225,26682
26682,1,-225,26683
26683,1,-225,26684
26684,7,-225,27185
27185,7,-225,27687
27687,1,-225,27189
27189,7,-225,27691
27691,7,-225,28193
28193,4,0,28696
28696,6,-100,28698
28698,1,-225,28701
28701,1,-225,28203
28203,7,-225,28706
28706,3,-25,28708
28708,4,0,28711
28711,4,0,28213
28213,5,-25,28716
28716,6,-100,28718
28718,3,-25,28221
28221,2,-100,27723
27723,2,-100,27224
27224,3,-25,27226
25343,1,-225,24709
24709,1,-225,24209
24209,1,-225,23708
23708,1,-225,23707
23707,1,-225,23206
23206,1,-225,22704
22704,1,-225,22703
22703,1,-225,22201
22201,1,-225,21699
21699,1,-225,21697
21697,1,-225,21194
21194,1,-225,21192
21192,1,-225,21189
21189,1,-225,20686
20686,1,-225,20683
20683,1,-225,20680
20680,1,-225,20678
20678,1,-225,20675
20675,1,-225,20672
20672,1,-225,20669
20669,1,-225,20666
20666,1,-225,20663
20663,1,-225,21160
21160,1,-225,21158
21158,1,-225,21155
21155,1,-225,21653
21653,1,-225,21651
21651,1,-225,21649
21649,1,-225,22147
22147,1,-225,22645
22645,1,-225,22643
22643,1,-225,23142
23142,1,-225,23141
23141,1,-225,23640
23640,1,-225,24140
24140,1,-225,24139
24139,1,-225,24639
24639,1,-225,25139
25139,7,-225,26140
26140,7,-225,27141
27141,7,-225,27643
27643,7,-225,28646
28646,7,-225,29649
29649,7,-225,30653
30653,7,-225,31657
31657,7,-225,32163
32163,7,-225,33168
33168,7,-225,33674
33674,7,-225,34681
34681,7,-225,35188
35188,7,-225,35695
35695,7,-225,36202
36202,7,-225,36210
36210,7,-225,36718
36718,7,-225,36726
36726,7,-225,36734
36734,7,-225,36742
36742,7,-225,36751
36751,7,-225,36759
36759,7,-225,36266
36266,7,-225,36274
36274,7,-225,35781
35781,7,-225,35288
35288,7,-225,34795
34795,7,-225,34302
34302,7,-225,33808
33808,7,-225,33313
33313,7,-225,32819
32819,7,-225,32323
32323,7,-225,31328
31328,7,-225,30832
30832,7,-225,30335
30335,7,-225,29838
29838,7,-225,28841
28841,7,-225,28343
28343,7,-225,27845
27845,7,-225,26846
26846,7,-225,26347
26347,7,-225,25848
25848,7,-225,25348
25348,7,-225,24347
24347,1,-225,23346
23346,1,-225,21844
21844,1,-225,20841
20841,1,-225,19337
19337,1,-225,18332
18332,1,-225,16827
16827,1,-225,15320
15320,1,-225,14313
14313,1,-225,13305
13305,1,-225,11796
11796,1,-225,10786
10786,1,-225,9775
9775,1,-225,8764
8764,1,-225,7752
7752,1,-225,6740
6740,1,-225,6227
6227,1,-225,5714
5714,1,-225,5200
5200,1,-225,4686
4686,1,-225,4672
4672,1,-225,4659
4659,1,-225,4645
4645,1,-225,5131
5131,1,-225,5618
5618,1,-225,6105
6105,1,-225,6593
6593,1,-225,7081
7081,1,-225,7569
7569,1,-225,8558
8558,1,-225,9047
9047,1,-225,9537
9537,1,-225,10027
10027,1,-225,10517
10517,1,-225,11008
11008,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,1,-225,24713
24713,1,-225,24213
24213,1,-225,23712
23712,1,-225,23211
23211,1,-225,22710
22710,1,-225,22708
22708,1,-225,22206
22206,1,-225,21704
21704,1,-225,21702
21702,1,-225,21199
21199,1,-225,21196
21196,1,-225,20694
20694,1,-225,20691
20691,1,-225,20187
20187,1,-225,20184
20184,1,-225,20181
20181,1,-225,20178
20178,1,-225,20174
20174,1,-225,20171
20171,1,-225,20168
20168,1,-225,20165
20165,1,-225,20162
20162,1,-225,20658
20658,1,-225,20656
20656,1,-225,20653
20653,1,-225,21150
21150,1,-225,21148
21148,1,-225,21645
21645,1,-225,21643
21643,1,-225,22141
22141,1,-225,22640
22640,1,-225,22638
22638,1,-225,23137
23137,1,-225,23636
23636,1,-225,23635
23635,1,-225,24135
24135,1,-225,24634
24634,1,-225,25134
25134,7,-225,26135
26135,7,-225,27137
27137,7,-225,28139
28139,7,-225,29141
29141,7,-225,29645
29645,7,-225,30649
30649,7,-225,31653
31653,7,-225,32659
32659,7,-225,33164
33164,7,-225,34171
34171,7,-225,34677
34677,7,-225,35185
35185,7,-225,36192
36192,7,-225,36200
36200,7,-225,36708
36708,7,-225,37216
37216,7,-225,37225
37225,7,-225,37233
37233,7,-225,37242
37242,7,-225,37250
37250,7,-225,37259
37259,7,-225,36767
36767,7,-225,36775
36775,7,-225,36283
36283,7,-225,35790
35790,7,-225,35297
35297,7,-225,34804
34804,7,-225,34310
34310,7,-225,33816
33816,7,-225,33322
33322,7,-225,32827
32827,7,-225,31832
31832,7,-225,31336
31336,7,-225,30840
30840,7,-225,29843
29843,7,-225,29346
29346,7,-225,28849
28849,7,-225,28351
28351,7,-225,27353
27353,7,-225,26854
26854,7,-225,26355
26355,7,-225,25855
25855,7,-225,24855
24855,1,-225,23854
23854,1,-225,22352
22352,1,-225,21350
21350,1,-225,19846
19846,1,-225,18842
18842,1,-225,17336
17336,1,-225,15830
15830,1,-225,14823
14823,1,-225,13315
13315,1,-225,12306
12306,1,-225,10797
10797,1,-225,9786
9786,1,-225,8775
8775,1,-225,7763
7763,1,-225,6751
6751,1,-225,6238
6238,1,-225,5225
5225,1,-225,4711
4711,1,-225,4197
4197,1,-225,4182
4182,1,-225,4168
4168,1,-225,4154
4154,1,-225,4140
4140,1,-225,4626
4626,1,-225,5112
5112,1,-225,5599
5599,1,-225,6086
6086,1,-225,6574
6574,1,-225,7562
7562,1,-225,8051
8051,1,-225,8539
8539,1,-225,9029
9029,1,-225,9518
9518,1,-225,10008
10008,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29509
29509,7,-225,30513
30513,7,-225,31517
31517,7,-225,32523
32523,7,-225,33529
33529,7,-225,35036
35036,7,-225,36044
36044,7,-225,37552
37552,7,-225,38562
38562,7,-225,40072
40072,7,-225,41083
41083,7,-225,42595
42595,7,-225,43608
43608,7,-225,45122
45122,7,-225,46137
46137,7,-225,47152
47152,7,-225,48168
48168,7,-225,48684
48684,7,-225,49201
49201,7,-225,49718
49718,7,-225,49735
49735,7,-225,49752
49752,7,-225,49769
49769,7,-225,49285
49285,7,-225,48802
48802,7,-225,48318
48318,7,-225,47833
47833,7,-225,47349
47349,7,-225,46863
46863,7,-225,45878
45878,7,-225,45391
45391,7,-225,44905
44905,7,-225,44418
44418,7,-225,44431
44431,7,-225,43944
43944,7,-225,43957
43957,7,99775,43970
25343,5,-25,25188
25188,3,-25,25188
25188,4,0,25689
25689,5,-25,25689
25689,3,-25,25690
25690,5,-25,26191
26191,5,-25,26692
26692,3,-25,26693
26693,5,-25,26694
26694,3,-25,26695
26695,5,-25,27197
27197,6,-100,27198
27198,4,0,27700
27700,5,-25,27702
27702,3,-25,27704
27704,6,-100,27706
27706,3,-25,27708
27708,4,0,27709
27709,3,-25,27711
27711,5,-25,27713
27713,6,-100,27715
27715,3,-25,27717
27717,3,-25,27218
27218,6,-100,27220
27220,5,-25,27221
27221,3,-25,27223
27223,4,0,26724
26724,4,0,26725
26725,3,-25,26226
26226,5,-25,26227
26227,4,0,25728
25728,5,-25,25728
25728,5,-25,25729
25729,6,-100,25730
25730,6,-100,25730
25730,6,-100,25731
25731,5,-25,25731
25731,6,-100,25732
25732,4,0,25732
25732,6,-100,25733
25733,3,-25,25233
25233,5,-25,24733
24733,4,0,24733
24733,3,-25,24232
24232,2,-100,23731
23731,4,0,23230
23230,4,0,23229
23229,4,0,22727
22727,5,-25,22726
22726,5,-25,22724
22724,4,0,22222
22222,2,-100,21720
21720,4,0,21718
21718,5,-25,21716
